_id,type,count
Alessandro Cimadamore,Dramas,1
Alessandro Juliani,Children & Family Movies,7
Alessandro Nivola,Dramas,5
Alessandro Sperduti,Music & Musicals,1
Alessandro Tedeschi,International Movies,1
Alessio Boni,Action & Adventure,1
Alessio Gallo,TV Dramas,1
Alessio Praticò,International Movies,1
Alessio Scalzotto,Action & Adventure,1
Alessio Valentini,International TV Shows,1
Aletheia Burney,TV Comedies,1
Alex Abbad,International Movies,3
Alex Alembe,International Movies,1
Alex Arsenault,Horror Movies,1
Alex Babic,Kids' TV,2
Alex Barima,Comedies,1
Alex Barnett,Comedies,1
Alex Biglane,Romantic Movies,1
Alex Borstein,Dramas,1
Alex Brendemühl,International Movies,1
Alex Calin,International Movies,2
Alex Calleja,Action & Adventure,1
Alex Calloway,Dramas,1
Alex Cazares,Kids' TV,2
Alex Cohen,Music & Musicals,1
Alex D. Linz,Children & Family Movies,1
Alex Dimitriades,International TV Shows,2
Alex Dobrenko,Independent Movies,1
Alex Ekubo,International Movies,2
Alex Etel,Children & Family Movies,1
Alex Feldman,Thrillers,1
Alex Fernández,Stand-Up Comedy,1
Alex Ferris,Dramas,1
Alex Fitzalan,TV Dramas,1
Alex Fong,Action & Adventure,2
Alex Frnka,Horror Movies,1
Alex Gonzaga,International Movies,1
Alex Gonzalez,International Movies,1
Alex Goode,Independent Movies,1
Alex Harries,Crime TV Shows,1
Alex Hassell,Thrillers,1
Alex Heartman,Movies,3
Alex Hibbert,Independent Movies,1
Alex House,Comedies,1
Alex Hurt,TV Dramas,1
Alex Jennings,TV Dramas,1
Alex Kaluzhsky,Action & Adventure,1
Alex Karpovsky,Comedies,2
Alex Kelly,Children & Family Movies,1
Alex Kendrick,Faith & Spirituality,1
Alex Lam,International Movies,1
Alex Lawther,British TV Shows,2
Alex Lifeson,Comedies,1
Alex MacNicoll,TV Dramas,1
Alex Mallari Jr.,TV Sci-Fi & Fantasy,1
Alex Marty,Movies,2
Alex McArthur,Thrillers,1
Alex Medina,International Movies,2
Alex Moffat,Comedies,1
Alex Moore,International Movies,1
Alex Morgan,Sports Movies,1
Alex Murphy,International Movies,1
Alex Neustaedter,Independent Movies,3
Alex Ozerov,Comedies,1
Alex Papps,LGBTQ Movies,1
Alex Pettyfer,Romantic Movies,1
Alex Price,Crime TV Shows,1
Alex Rennie,LGBTQ Movies,1
Alex Rich,TV Comedies,1
Alex Russell,Romantic Movies,1
Alex Saxon,Children & Family Movies,1
Alex Sharp,Dramas,1
Alex Sirvent,Sci-Fi & Fantasy,1
Alex Starke,Kids' TV,1
Alex Trebek,Documentaries,1
Alex Vincent,Horror Movies,2
Alex Wagner,Kids' TV,1
Alex Wolff,Independent Movies,1
Alex Zahara,Comedies,2
Alex Zaichkowski,Kids' TV,1
Alexa Adeosun,Dramas,1
Alexa Alemanni,TV Dramas,1
Alexa Davalos,Action & Adventure,2
Alexa Ilacad,International Movies,1
Alexa Kahn,Kids' TV,1
Alexa Mansour,Thrillers,1
Alexa Martin,TV Action & Adventure,1
Alexa Nisenson,Comedies,1
Alexa Pano,Documentaries,1
Alexa PenaVega,Children & Family Movies,4
Alexa Torrington,Kids' TV,1
Alexander Armstrong,Kids' TV,1
Alexander Arnold,International Movies,2
Alexander Bello,Comedies,1
Alexander Brouwer,International TV Shows,1
Alexander Calvert,Classic & Cult TV,1
Alexander Chan,International Movies,1
Alexander Conti,Comedies,1
Alexander Crowther,Thrillers,1
Alexander Doré,Comedies,1
Alexander Dreymon,British TV Shows,1
Alexander Dyachenko,TV Action & Adventure,1
Alexander Eling,TV Dramas,1
Alexander Fehling,Action & Adventure,1
Alexander Gil,International TV Shows,1
Alexander Gould,TV Dramas,1
Alexander Holtmann,International Movies,1
Alexander Ludwig,Thrillers,1
Alexander Nevsky,International Movies,1
Alexander Oblasov,International TV Shows,1
Alexander Peleg,Dramas,1
Alexander Petrov,TV Dramas,3
Alexander Siddig,TV Action & Adventure,2
Alexander Skarsgård,Action & Adventure,2
Alexander Strobele,Action & Adventure,1
Alexander Tsekalo,TV Dramas,1
Alexander Vlahos,International TV Shows,1
Alexander Wraith,Dramas,1
Alexandra Borbély,Romantic Movies,1
Alexandra Breckenridge,Romantic TV Shows,1
Alexandra Carter,Children & Family Movies,1
Alexandra Daddario,Romantic Movies,1
Alexandra De La Mora,International Movies,1
Alexandra Dinu,International Movies,1
Alexandra Harris,Thrillers,1
Alexandra Jiménez,International Movies,5
Alexandra Kahwaji,Dramas,1
Alexandra Kyle,Dramas,1
Alexandra Maria Lara,International Movies,1
Alexandra Neldel,International Movies,1
Alexandra Newick,Independent Movies,1
Alexandra Pomales,TV Comedies,1
Alexandra Richter,Romantic Movies,1
Alexandra Roach,International Movies,1
Alexandra Shipp,Dramas,1
Alexandra Ursulyak,Kids' TV,1
Alexandra Vandernoot,TV Comedies,1
Alexandre Cioletti,TV Dramas,1
Alexandre Harough,Children & Family Movies,1
Alexandre Rodrigues,International Movies,1
Alexandre Schreiber,Dramas,1
Alexandre Willaume,International TV Shows,2
Alexandria Deberry,Cult Movies,1
Alexandria Lee,Thrillers,1
Alexandria Ocasio-Cortez,Documentaries,1
Alexey Tritenko,Independent Movies,1
Alexia Barlier,Crime TV Shows,1
Alexia Dox,Dramas,1
Alexia Fast,Thrillers,1
Alexia Giordano,Dramas,1
Alexis Ayala,Crime TV Shows,1
Alexis Bledel,TV Dramas,2
Alexis G. Zall,Children & Family Movies,1
Alexis Jones,Crime TV Shows,1
Alexis Loret,International TV Shows,1
Alexis Louder,Children & Family Movies,1
Alexis Michalik,International Movies,1
Alexis Sánchez,Children & Family Movies,1
Alexis Tomassian,Kids' TV,1
Alexis Viera,Documentaries,1
Alexis de Anda,Stand-Up Comedy,1
Alexx Ekubo,International Movies,2
Alexx O'Nell,Music & Musicals,1
Alexxis Lemire,Horror Movies,1
Alexz Johnson,Horror Movies,1
Aleyda Gallardo,International TV Shows,2
Aleyse Shannon,TV Horror,1
Aleza Shadan,Romantic TV Shows,1
Alfoniso Lopez,Action & Adventure,1
Alfonso Freeman,Comedies,1
Alfonso Herrera,Spanish-Language TV Shows,2
Alfonso Sánchez,Comedies,2
Alfonso Torregrosa,Spanish-Language TV Shows,1
Alfonso Tort,Dramas,1
Alfre Woodard,Dramas,5
Alfred Cheung,Dramas,2
Alfred Enoch,Romantic TV Shows,1
Alfred Lutter,Comedies,1
Alfred Molina,Dramas,7
Alfred Ryder,Dramas,1
Alfred Thomas II,Comedies,1
Alfredo Castro,TV Dramas,1
Alfredo Rollo,Children & Family Movies,1
Algee Smith,Children & Family Movies,1
Ali A,British TV Shows,1
Ali Ahn,Kids' TV,1
Ali Al-Husseini,International TV Shows,1
Ali Al-Jabri,Dramas,1
Ali Almarzouqi,International Movies,2
Ali Asghar,International Movies,1
Ali Atay,International TV Shows,2
Ali Azmat,Action & Adventure,1
Ali Badshah,Children & Family Movies,1
Ali Bastian,Children & Family Movies,1
Ali Cook,Dramas,1
Ali El Aziz,International TV Shows,1
Ali Erkazan,Comedies,1
Ali Fazal,Comedies,3
Ali Fikry,Horror Movies,1
Ali Hafiz,Dramas,1
Ali Haji,Independent Movies,1
Ali Hassan,Romantic Movies,1
Ali Hassanein,Dramas,1
Ali Kazmi,International Movies,1
Ali Labidi,Sports Movies,1
Ali Larter,Horror Movies,4
Ali Liebert,Children & Family Movies,1
Ali Lohan,Comedies,1
Ali Marhyar,TV Comedies,1
Ali Milner,TV Dramas,1
Ali Mir,Dramas,1
Ali Nuhu,International Movies,3
Ali Rabee,Comedies,1
Ali Rehman Khan,Comedies,1
Ali Rizvi,Comedies,1
Ali Sheikh,Romantic Movies,1
Ali Suliman,Thrillers,2
Ali Sunal,Dramas,1
Ali Sürmeli,Dramas,1
Ali Tataryn,Horror Movies,1
Ali Wong,Stand-Up Comedy,2
Ali Yoğurtçuoğlu,International Movies,2
Ali Yörenç,International TV Shows,1
Ali Zafar,Comedies,3
Ali Çelik,International Movies,2
Ali-Asghar Shahbazi,International Movies,1
Alia Almannai,Comedies,1
Alia Bhatt,Dramas,4
Alia Shawkat,Dramas,4
Aliaa Al-Husseini,Dramas,1
Alibaba Akporobome,International Movies,1
Alican Yücesoy,TV Dramas,2
Alice Belaïdi,Comedies,2
Alice Braga,Dramas,3
Alice Cooper,Music & Musicals,1
Alice Dinnean,Kids' TV,1
Alice Drummond,Faith & Spirituality,1
Alice Englert,Independent Movies,3
Alice Eve,International TV Shows,1
Alice Harding,Crime TV Shows,1
Alice Isaaz,Independent Movies,1
Alice Ko,International TV Shows,3
Alice Krige,Dramas,3
Alice Lee,Romantic Movies,1
Alice Li,International Movies,1
Alice Lowe,Dramas,2
Alice Pagani,TV Dramas,1
Alice Patten,International Movies,1
Alice Pol,International Movies,2
Alice Révérend,Children & Family Movies,1
Alice Ziolkoski,Horror Movies,1
Alice de Broqueville,LGBTQ Movies,1
Alice de Lencquesaing,International Movies,1
Alicia Banit,Romantic TV Shows,1
Alicia Borrachero,International TV Shows,2
Alicia Coppola,TV Action & Adventure,1
Alicia Fernández,International Movies,1
Alicia Gardiner,TV Dramas,1
Alicia James,Thrillers,1
Alicia Jaziz,Spanish-Language TV Shows,1
Alicia Leigh Willis,Thrillers,1
Alicia Quiñonez,Dramas,1
Alicia Rubio,International Movies,2
Alicia Sandoval,International Movies,1
Alicia Sanz,Comedies,1
Alicia Silverstone,Independent Movies,2
Alicia Vikander,Dramas,4
Alicia von Rittberg,TV Dramas,1
Alicyn Packard,Anime Series,1
Alie Ward,Kids' TV,1
Alien Huang,TV Action & Adventure,1
Alif Satar,Romantic TV Shows,1
Alin Florea,Thrillers,1
Alina Cheng,Romantic TV Shows,1
Alina Chivulescu,Comedies,1
Alina Kukushkina,Kids' TV,1
Alina Lozano,Spanish-Language TV Shows,1
Alina Stiegler,TV Dramas,1
Aline Küppenheim,International TV Shows,1
Alisa Kunkwaeng,TV Action & Adventure,1
Alisa Lozovskaya,Crime TV Shows,1
Alisdair Simpson,British TV Shows,2
Alisha Bailey,Dramas,1
Alisha Boe,Crime TV Shows,2
Alisha Khan,Dramas,1
Alisha Wainwright,TV Action & Adventure,1
Alishka Varde,International Movies,1
Alison Akin Clark,Children & Family Movies,1
Alison Becker,TV Comedies,1
Alison Bell,International TV Shows,1
Alison Brie,TV Dramas,2
Alison Chand,International Movies,1
Alison Doody,Classic Movies,1
Alison Fernandez,Kids' TV,1
Alison MacInnis,Kids' TV,1
Alison Pill,Comedies,4
Alison Retzloff,Anime Series,1
Alison Wandzura,Dramas,1
Alissa Latow,Thrillers,1
Alisson Santiago,International Movies,1
Alistair McGowan,Comedies,1
Alistair Petrie,Dramas,1
Alix Macey,Kids' TV,1
Alix Poisson,International TV Shows,1
Aliyar,International Movies,1
Alián Devetac,Dramas,1
Aljin Abella,Kids' TV,1
Alka Amin,International Movies,2
Alka Badola Kaushal,International Movies,3
Alkoya Brunson,TV Action & Adventure,1
Alla Tumanian,Independent Movies,1
Allan Corduner,Action & Adventure,1
Allan Graf,Independent Movies,1
Allan Hawco,TV Dramas,2
Allan Hyde,International Movies,1
Allan Kournikova,Documentaries,1
Allan Lima,Action & Adventure,1
Allan Miller,British TV Shows,1
Allan Mustafa,British TV Shows,1
Allan Paule,International Movies,2
Allan Toh,TV Sci-Fi & Fantasy,1
Allauddin Khan,Thrillers,1
Allegra Clark,Kids' TV,1
Allegra Masters,Dramas,1
Allen Chen,Crime TV Shows,1
Allen Covert,Comedies,2
Allen Danziger,Independent Movies,1
Allen Dizon,International TV Shows,1
Allen Fiuzat,Children & Family Movies,1
Allen Ginsberg,Documentaries,1
Allen Iverson,Documentaries,1
Allen Leech,Independent Movies,1
Allen Maldonado,Dramas,1
Allen Shubhro,Independent Movies,1
Allene Quincy,Independent Movies,1
Alli Willow,TV Mysteries,1
Allie Bertram,Kids' TV,1
Allie Gallerani,Independent Movies,1
Allie Grant,TV Dramas,1
Allie Ji,International TV Shows,1
Allison Janney,Dramas,3
Allison Lin,International TV Shows,1
Allison Paige,Romantic Movies,1
Allison Strong,Comedies,1
Allison Warnyca,Children & Family Movies,1
Allison Williams,LGBTQ Movies,1
Ally Ioannides,TV Action & Adventure,1
Ally Sheedy,Independent Movies,1
Alma Arnal,TV Dramas,1
Alma Jodorowsky,Independent Movies,1
Alma Moreno,Dramas,1
Alma Terzic,Horror Movies,1
Almila Bagriacik,Crime TV Shows,1
Alok Chaturvedi,Dramas,1
Alok Gagdekar,Dramas,1
Alok Kumar,Children & Family Movies,1
Alok Nath,International Movies,6
Alok Rajwade,Independent Movies,1
Alon Aboutboul,TV Action & Adventure,1
Alon Williams,Kids' TV,1
Alona Tal,Music & Musicals,1
Alondra Hidalgo,Kids' TV,2
Along Eyzendy,International Movies,1
Alonzo Muhlach,International Movies,1
Alosian Vivancos,International Movies,1
Aloysius Pang,TV Horror,1
Alper Kul,International Movies,1
Alper Saldıran,TV Comedies,1
Alperen Efe Esmer,Comedies,1
Alpha Oumar Barry,Comedies,1
Alphonso Mcauley,Comedies,1
Altan Erkekli,International Movies,4
Alun Armstrong,Romantic Movies,1
Alva Rogers,Independent Movies,1
Alvaro Armand Ugon,Dramas,1
Alvin Anson,Dramas,2
Alvin Wong,TV Dramas,4
Alwyn Uytingco,International Movies,2
Aly Eltayeb,Dramas,1
Aly Michalka,TV Horror,1
Alycia Debnam-Carey,International Movies,1
Alycia Delmore,Independent Movies,2
Alycia Purrott,Kids' TV,1
Alyona Chekhova,Action & Adventure,1
Alysha Deslorieux,Kids' TV,1
Alyshia Ochse,Horror Movies,1
Alyson Kiperman,Kids' TV,1
Alyson Leigh Rosenfeld,Kids' TV,5
Alyson Standen,Independent Movies,1
Alyson Stoner,Children & Family Movies,1
Alyssa Baker,Kids' TV,1
Alyssa Chia,International TV Shows,1
Alyssa Diaz,TV Dramas,2
Alyssa Goss,Comedies,1
Alyssa Lynch,Kids' TV,1
Alyssa Milano,TV Comedies,3
Alyssa Sutherland,TV Horror,1
Alyssya Swales,Children & Family Movies,2
Alyvia Alyn Lind,TV Comedies,1
Alyy Khan,International Movies,3
Alê Abreu,Children & Family Movies,1
Ama K. Abebrese,Independent Movies,2
Amadeus Serafini,TV Mysteries,1
Amadou Mbow,Independent Movies,1
Amaia Salamanca,International Movies,3
Amaka Obiechie,Independent Movies,1
Amal Unnithan,International Movies,1
Amala,International Movies,1
Amala Paul,Music & Musicals,1
Amalia Williamson,TV Dramas,1
Aman Attar,Dramas,1
Aman Dhaliwal,Dramas,1
Aman Hundal,Action & Adventure,1
Aman Sutdhar,Dramas,1
Aman Uppal,Comedies,1
Aman Verma,Dramas,1
Amanda Abbington,Crime TV Shows,1
Amanda Allan,Comedies,1
Amanda Arcuri,Teen TV Shows,1
Amanda Brugel,Dramas,1
Amanda Bynes,Comedies,3
Amanda Cerny,Sci-Fi & Fantasy,1
Amanda Chou,Romantic TV Shows,5
Amanda Chu,Romantic TV Shows,1
Amanda Clayton,Action & Adventure,1
Amanda Crew,Horror Movies,1
Amanda Céline Miller,International Movies,1
Amanda Detmer,Thrillers,1
Amanda Foreman,Thrillers,1
Amanda Hale,TV Dramas,1
Amanda Hariz,International TV Shows,1
Amanda Holt,Children & Family Movies,1
Amanda Lawrence,Dramas,1
Amanda Leighton,Kids' TV,1
Amanda Lindh,International TV Shows,1
Amanda Nara,Horror Movies,1
Amanda Ooms,Romantic TV Shows,1
Amanda Palmer,LGBTQ Movies,1
Amanda Peet,Comedies,2
Amanda Plummer,Cult Movies,1
Amanda Righetti,TV Action & Adventure,1
Amanda Root,Dramas,1
Amanda Schull,Dramas,2
Amanda Seyfried,Dramas,3
Amanda Wyss,Horror Movies,1
Amanda Zhou,TV Dramas,1
Amanda du-Pont,International TV Shows,1
Amandla Stenberg,TV Comedies,1
Amar,Comedies,1
Amara La Negra,Comedies,1
Amaraja Patil,Dramas,1
Amari Avery,Children & Family Movies,1
Amarildo Kola,TV Dramas,1
Amarin Nitipon,Crime TV Shows,1
Amarjeet Amle,Dramas,1
Amarr M. Wooten,Dramas,1
Amaury Nolasco,Dramas,2
Ambarish Deshpande,Dramas,1
Amber An,International TV Shows,1
Amber Armstrong,Thrillers,1
Amber Barretto,Comedies,1
Amber Beattie,International Movies,1
Amber Chia,Romantic TV Shows,1
Amber Frank,Kids' TV,2
Amber Heard,Dramas,3
Amber Kuo,Action & Adventure,1
Amber Marshall,TV Dramas,1
Amber Midthunder,Thrillers,2
Amber Riley,TV Comedies,1
Amber Rose,Romantic Movies,1
Amber Rose Revah,Action & Adventure,1
Amber Tamblyn,Independent Movies,2
Amber Valletta,Romantic Movies,1
Ambika Mohan,Romantic Movies,1
Ambrose Hsu,International TV Shows,1
Ambrose Hui,International TV Shows,1
Ambujakshi,Dramas,1
Ambyr Childers,Independent Movies,1
Ameena Khalil,TV Dramas,1
Ameerah Falzon-Ojo,Kids' TV,1
Ameesha Patel,International Movies,3
Amel Bouchoucha,International TV Shows,1
Amelia Curtis,British TV Shows,1
Amelia Haberman,Dramas,1
Amelia Sheeler,Horror Movies,1
Amelia Warner,Sci-Fi & Fantasy,1
Amelie Fonlupt,Romantic Movies,1
Amer Chadha-Patel,Horror Movies,1
America Ferrara,Action & Adventure,1
America Ferrera,Kids' TV,3
America Young,Children & Family Movies,7
Amerul Affendi,International Movies,3
Amey Wagh,International Movies,2
Ameya Hunaswadkar,International Movies,1
Ami Koshimizu,Anime Series,5
Ami Tomite,International TV Shows,1
Amin Bensalem,Action & Adventure,1
Amin El Gamal,Dramas,1
Amin Hajee,International Movies,3
Amin Joseph,Comedies,3
Amina Kane,Dramas,1
Amina Khalil,Action & Adventure,1
Aminaa Alfakharani,International Movies,1
Amir Arison,TV Dramas,1
Amir Bageria,Teen TV Shows,1
Amir Bashir,Comedies,1
Amir O'Neil,TV Comedies,1
Amir Raza Hussain,Romantic Movies,1
Amir Talai,Kids' TV,1
Amir Tessler,Dramas,1
Amira Casar,International Movies,1
Amirah Vann,Action & Adventure,1
Amit Behl,TV Dramas,2
Amit Kumar,Kids' TV,1
Amit Kumar Tiwari,Action & Adventure,1
Amit Pachori,TV Dramas,1
Amit Sadh,International Movies,2
Amit Shah,Comedies,1
Amit Sial,Dramas,5
Amit Tandon,Stand-Up Comedy & Talk Shows,1
Amit Varma,International Movies,1
Amita Khopkar,International Movies,1
Amita Pathak,Comedies,1
Amitabh Bachchan,International Movies,18
Amitabha Bhattacharjee,International Movies,1
Amith Chakalakkal,Dramas,1
Amitosh Nagpal,Comedies,1
Amjad Khan,Dramas,3
Aml Ameen,TV Mysteries,1
Amma,International Movies,1
Ammar Alfian,International Movies,1
Ammo 'Too Sweet',International Movies,1
Ammy Virk,Dramas,2
Amna Ilyas,Music & Musicals,1
Amol Deshmukh,Dramas,1
Amol Mhatre,Thrillers,1
Amol Palekar,Comedies,2
Amol Parashar,International TV Shows,1
Amole Gupte,International Movies,1
Amornrit Sriphung,International Movies,1
Amos Tamam,Dramas,1
Amparo Grisales,International TV Shows,2
Amparo Moreno,International Movies,1
Amr Abdel Guelil,International TV Shows,1
Amr Abdel-Geleel,Comedies,1
Amr El Kady,Independent Movies,1
Amr Saad,Action & Adventure,2
Amr Sakr,International Movies,1
Amr Youssef,International Movies,3
Amrinder Gill,Music & Musicals,1
Amrish Puri,International Movies,13
Amrit Maghera,Independent Movies,1
Amrit Pal,International Movies,5
Amrita Acharia,Thrillers,1
Amrita Bagchi,Dramas,1
Amrita Chattopadhyay,Dramas,1
Amrita Puri,International Movies,3
Amrita Raichand,TV Comedies,1
Amrita Rao,Dramas,5
Amrita Singh,International Movies,5
Amruta Khanvilkar,Dramas,1
Amruta Patki,International Movies,1
Amruta Subhash,Dramas,4
Amrutha Anna Reji,Comedies,1
Amrutha Karagada,International Movies,1
Amrutha Naik,International Movies,1
Amund Hellum Noraker,Dramas,1
Amy Acker,TV Dramas,1
Amy Adams,Dramas,7
Amy Aitken,Dramas,1
Amy Amika Klinprathum,TV Dramas,1
Amy Birnbaum,Kids' TV,1
Amy Brenneman,TV Dramas,1
Amy Carlson,Dramas,1
Amy Cheng,Thrillers,1
Amy Ferguson,Independent Movies,1
Amy Green,Children & Family Movies,1
Amy Griffiths,Dramas,1
Amy Handley,Dramas,1
Amy Hargreaves,Thrillers,2
Amy Hill,Comedies,2
Amy Huberman,TV Comedies,1
Amy Irving,Children & Family Movies,1
Amy Jackson,Music & Musicals,1
Amy Jo Johnson,Kids' TV,1
Amy Johnston,Action & Adventure,1
Amy Landecker,Independent Movies,2
Amy Manson,Horror Movies,1
Amy Margolis,Kids' TV,2
Amy Matysio,Comedies,1
Amy Miller,Kids' TV,1
Amy Morton,Dramas,1
Amy Okuda,TV Comedies,2
Amy Palant,Kids' TV,1
Amy Parrish,Dramas,1
Amy Pemberton,TV Action & Adventure,1
Amy Pietz,Romantic TV Shows,1
Amy Poehler,Comedies,5
Amy Robinson,Dramas,1
Amy Ruffle,Kids' TV,1
Amy Sanders,Dramas,1
Amy Schumer,Stand-Up Comedy,2
Amy Sedaris,Comedies,3
Amy Seimetz,Romantic Movies,1
Amy Siriya,International Movies,1
Amy Smart,Dramas,3
Amy Sturdivant,Action & Adventure,1
Amy Tan,Documentaries,1
Amy Tsang,Dramas,1
Amy Winehouse,Documentaries,2
Amy Yip,International Movies,1
Amy van der Weerden,International TV Shows,1
Amybeth McNulty,International TV Shows,1
Amyra Dastur,International Movies,4
Amyra Rosli,TV Dramas,1
Amyza Aznan,TV Dramas,1
Amélia Bittencourt,Comedies,1
An Seo Hyun,Comedies,1
An Seok-hwan,Korean TV Shows,1
Ana Abad-Santos,Romantic Movies,1
Ana Begic,Dramas,1
Ana Bertha Espín,International TV Shows,2
Ana Blanco de Córdova,Comedies,1
Ana Brenda Contreras,Romantic TV Shows,1
Ana Caetano,LGBTQ Movies,1
Ana Capri,Romantic Movies,2
Ana Cecilia Natteri,Comedies,1
Ana Cecília Costa,International Movies,1
Ana Chalentano,TV Comedies,1
Ana Claudia Talancón,International Movies,1
Ana Cristina Botero,International Movies,1
Ana Fernández,International TV Shows,2
Ana Gasteyer,Comedies,1
Ana Gil de Melo Nascimento,TV Dramas,1
Ana Girardot,TV Dramas,1
Ana Golja,Sports Movies,1
Ana González Bello,International TV Shows,1
Ana Julia Yeyé,International TV Shows,1
Ana Layevska,Sci-Fi & Fantasy,1
Ana Lucía Domínguez,International TV Shows,1
Ana López,Comedies,1
Ana López Mercado,Dramas,1
Ana Martín,Spanish-Language TV Shows,1
Ana María Arango,Spanish-Language TV Shows,1
Ana María Ayala,International Movies,1
Ana María Cuéllar,Romantic TV Shows,1
Ana María Estupiñán,International TV Shows,1
Ana María Henríquez,Independent Movies,1
Ana Ortiz,Comedies,2
Ana Polvorosa,International Movies,2
Ana Rujas,International Movies,1
Ana Santos,Dramas,1
Ana Scotney,Comedies,1
Ana Serradilla,International TV Shows,1
Ana Sofía Durán,International Movies,1
Ana Torrent,Horror Movies,1
Ana Villagrasa,International TV Shows,1
Ana Wagener,International Movies,2
Ana de la Reguera,Comedies,2
Anabel Ferreira,International TV Shows,1
Anabela Teixeira,Comedies,1
Anabelle Acosta,TV Dramas,1
Anagha LK,Action & Adventure,1
Anahit Simonyan,Independent Movies,1
Anahí,Spanish-Language TV Shows,1
Anahí de Cárdenas,Comedies,1
Anaitha Nair,Dramas,1
Anajosé Aldrete,International Movies,2
Analeigh Tipton,Dramas,2
Analú Prestes,Action & Adventure,1
Anamaria Marinca,Science & Nature TV,1
Anamaya Verma,Comedies,2
Anand,International Movies,1
Anand Abhyankar,International Movies,1
Anand Balraj,Dramas,1
Anand Deverakonda,International Movies,1
Anand Goradia,Dramas,1
Anand Ingale,Comedies,1
Anand Ingle,Dramas,1
Anand Kumar,Comedies,1
Anand Sami,International Movies,2
Anand Sampath,Independent Movies,1
Anand Tiwari,International Movies,2
Ananda Everingham,Horror Movies,1
